DISTRICT_NAME,TALUKA_NAME,Latitude,Longitude,RICE,WHEAT,KHARIP_JOWAR,RABBI_JOWAR,BAJRA,MAIZE,WARI,RAGI,RALA,SAWA,BHADALI,GRAM,TUR,MUNG,UDID,KULITH,MATH,BEANS,PEAS,SUGARCANE,CHILLI,GARLIC,MANGO,GRAPES,CITRUS,BANANA,POTATOS,ONIONS,BRINJALS,TOMATOSP,COTTON,GROUNDNUTS,SUNFLOWER,SAFFLOWER_AR_UNDR_CROP,SOYABEAN
 Nagpur , Mauda ,21.3928618,79.3268397,3462,2833,3989,119,0,0,0,0,0,0,0,4729,2651,36,70,2,49,0,0,142,1591,0,106,0,3169,21,15,43,519,145,4127,314,30,0,11827
 Nagpur , Kamptee ,21.146112,79.4042712,3332,2560,1057,241,0,0,0,0,0,0,0,1980,2005,31,223,35,3,0,0,142,1573,18,93,0,2707,4,12,11,435,185,2905,856,25,0,13846
 Nagpur , Nagpur (Rural) ,21.2242712,79.1893608,2099,2448,3643,658,0,0,0,0,0,0,0,1167,6758,268,18,44,107,0,0,232,1479,23,59,16,2393,10,15,41,454,154,7123,989,23,0,13797
 Nagpur , Nagpur (Urban) ,21.1529738,79.0005881,326,102,330,125,0,0,0,0,0,0,0,34,137,2,4,0,2,0,0,3,37,0,5,0,616,1,0,3,13,38,0,0,0,0,743
 Nagpur , Hingna ,21.1458004,79.0881546,3511,2700,3704,825,0,0,0,0,0,0,0,2463,3282,39,116,32,74,0,0,101,2173,9,112,4,1535,3,16,32,111,186,9924,619,6,0,10104
 Nagpur , Umred ,21.0735488,78.9613486,3020,3539,2221,348,0,0,0,0,0,0,0,4335,2260,53,65,15,27,0,0,57,1038,1,79,21,1598,2,5,111,349,217,5280,402,23,0,21893
 Nagpur , Kuhi ,20.8420718,79.3261084,3615,3854,3264,266,0,0,0,0,0,0,0,1344,3502,72,170,4,71,0,0,49,1675,0,215,0,2523,2,5,54,376,134,3478,221,13,0,18938
 Nagpur , Bhiwapur ,21.017248,79.3676753,2717,1527,2201,456,0,0,0,0,0,0,0,2460,2775,305,115,6,8,0,0,32,1531,0,54,0,2019,1,2,29,216,87,2733,198,18,0,22379
 Nanded , Mahoor ,20.764724,79.5195939,622,1348,8144,0,166,60,0,0,0,0,0,95,4865,820,561,0,0,0,15,1500,433,0,0,0,0,0,0,0,0,9,17669,318,589,429,0
 Nanded , Kinwat ,19.8479,77.9239,2455,3,17406,0,135,25,0,0,0,0,25,2259,1968,2421,2434,0,0,0,0,210,1132,0,0,0,0,0,0,0,0,3,37475,21,703,275,0
 Nanded , Himayatnagar ,19.6245949,78.1963404,1545,1765,6285,0,0,0,0,0,0,0,43,1154,1356,1385,2465,0,0,60,0,850,1640,0,65,0,0,0,0,0,0,11,12522,10,393,350,0
 Nanded , Hadgaon ,19.4216,77.8653,2748,2281,23222,0,146,0,0,0,0,0,13,2672,925,2579,1909,0,0,63,0,2206,201,0,10,0,0,0,0,33,0,12,20449,85,1095,465,0
 Nanded , Ardhapur ,19.4980701,77.6584453,0,1973,687,5827,0,0,0,0,0,0,0,2998,1612,530,239,0,0,152,0,2102,33,0,0,0,0,0,0,0,0,37,6364,760,137,444,0
 Nanded , Nanded ,19.283354,77.3723054,1761,3012,7051,2453,0,0,0,0,0,0,22,2623,2119,571,327,0,0,25,0,2340,148,0,36,0,0,0,0,171,0,31,1912,1839,359,215,0
 Nanded , Mudkhed ,19.1382514,77.3209555,1075,1735,8358,0,0,0,0,0,0,0,14,1158,2305,68,595,0,0,85,0,1100,0,0,23,0,0,0,0,15,0,10,7379,135,326,220,0
 Nanded , Bhokar ,19.144722,77.4988753,1081,1365,10356,0,0,0,0,0,0,0,14,0,3930,1379,2286,0,0,410,20,915,263,0,0,0,0,0,0,0,0,13,21787,110,55,935,0
 Nanded , Umri ,19.2209586,77.6701282,1196,1521,4557,27,0,0,0,0,0,0,0,5299,4700,1128,3632,0,0,20,10,597,193,0,0,0,0,0,0,45,0,12,13543,75,725,608,0
 Nanded , Dharmabad ,19.0581,77.8703,812,1192,1526,0,0,0,0,0,0,0,0,1459,3350,2688,8518,0,0,150,5,361,700,0,0,0,0,0,0,0,0,37,9539,1459,2215,179,0
 Nanded , Biloli ,18.8991513,77.8424456,2201,1424,1320,11414,0,0,0,0,0,0,0,95,4865,5310,9960,0,0,245,5,570,616,0,30,0,0,0,0,21,0,50,18516,1610,1279,975,0
 Nanded , Naigaon (Khairgaon) ,18.7810669,77.7169371,1864,3199,9117,0,0,0,0,0,0,0,0,2259,1968,2611,5155,0,0,75,10,494,900,0,0,0,0,0,0,79,0,0,9533,263,3069,1425,0
 Nanded , Loha ,18.8512091,77.5325991,1525,1769,26230,25,55,0,0,0,0,0,0,1154,1356,2235,980,0,0,0,0,935,58,0,0,0,0,0,0,32,0,37,24792,1404,915,65,0
 Nanded , Kandhar ,18.947388,77.11544,1274,1398,25621,0,0,0,0,0,0,0,0,2672,925,2643,4265,0,0,0,0,1610,302,0,0,0,0,0,0,34,0,0,15974,1080,1276,150,0
 Nanded , Mukhed ,18.8736949,77.1873371,1580,1180,22183,0,0,0,0,0,0,0,0,2998,1612,2434,3477,0,0,0,0,400,115,0,0,0,0,0,0,0,0,60,14440,10,100,280,0
 Nanded , Deglur ,18.706939,77.3697672,2166,1555,9137,10454,0,0,0,0,0,0,0,2623,2119,9470,14717,0,0,25,21,910,587,0,45,0,0,0,0,98,0,35,13806,1157,1061,485,0
 Nandurbar , Akkalkuwa ,18.5458672,77.5762703,5891,599,6644,2840,200,331,0,0,0,0,0,7828,3758,129,441,0,0,0,0,41,0,0,0,0,0,41,0,45,0,41,1061,236,398,0,0
 Nandurbar , Akrani ,21.5546245,74.0159499,290,165,4562,412,310,3310,0,0,0,2101,997,690,692,125,512,572,70,0,0,5,35,0,40,0,0,0,0,27,0,10,100,1485,15,0,0
 Nandurbar , Taloda ,21.8262539,74.2171989,620,705,4195,2995,0,1480,0,0,0,1071,1073,532,3194,391,801,0,0,0,0,3012,235,3,25,0,0,559,0,35,0,0,2260,115,1522,0,0
 Nandurbar , Shahada ,21.5628085,74.2135303,509,4401,6570,6371,2718,6110,0,0,0,0,0,4546,4169,7195,2310,14,210,0,212,5565,1712,9,12,0,0,1722,0,275,0,0,31152,301,80,16,0
 Nandurbar , Nandurbar ,21.546185,74.470009,3305,5220,18001,1872,18840,7181,0,0,0,0,0,2841,4557,3001,3012,315,421,0,0,650,1605,10,0,0,0,2325,0,923,0,5,8450,276,77,19,0
 Nandurbar , Nawapur ,21.7468548,74.123996,19201,1125,6101,101,9890,1202,0,0,0,0,0,793,4608,1552,4216,0,205,0,0,1542,401,11,0,0,0,105,0,12,0,6,3173,2517,61,0,0
 Nashik , Surgana ,21.1616527,73.7946403,10058,209,48,478,0,0,0,0,0,47,0,91,626,0,1530,1415,0,0,5,6,20,0,121,21,0,0,0,16,9,67,0,0,0,0,0
 Nashik , Kalvan ,20.5604672,73.637432,4012,3411,1032,151,0,0,0,0,0,0,38,1201,210,181,825,2117,5,2,10,1964,1808,19,5,0,3,0,1,4198,6,429,0,0,240,0,305
 Nashik , Deola ,20.4890875,74.0270745,2,4165,95,75,0,0,0,0,0,0,0,558,147,211,26,1087,42,0,0,671,204,1,1,70,0,0,0,5784,9,118,0,1009,79,0,5
 Nashik , Baglan ,20.4604234,74.1828943,1766,2835,113,65,0,0,0,0,0,0,1488,1180,485,75,158,4188,63,0,0,3220,728,0,1,540,9,0,0,3594,60,461,0,2856,54,0,0
 Nashik , Malegaon ,19.7515,75.7139,33,2293,1290,1109,0,0,0,0,0,0,0,1054,310,197,71,4468,186,0,0,412,85,0,8,209,9,0,0,3556,14,40,0,0,0,0,0
 Nashik , Nandgaon ,20.5579034,74.5089457,0,832,372,447,0,0,0,0,0,0,0,210,340,107,20,5,5,10,12,115,0,7,6,12,7,0,0,7660,129,258,0,231,40,0,0
 Nashik , Chandvad ,19.7667,72.6922,210,725,1007,902,0,0,0,0,0,27,51,621,234,872,198,1992,95,0,51,20,475,44,14,1975,29,0,0,7430,73,1751,0,0,0,0,0
 Nashik , Dindori ,20.3271277,74.2472779,6269,6369,109,1968,0,0,0,0,0,568,118,4185,216,84,1396,345,0,17,30,6107,511,56,73,6598,103,0,5,610,2130,6409,0,4804,0,0,1110
 Nashik , Peth ,20.2017979,73.8307788,6670,381,0,0,0,0,0,0,0,0,0,33,514,0,1337,1021,0,0,0,71,9,0,10526,0,1971,0,0,0,16,13,0,0,0,0,0
 Nashik , Trumbak ,18.930258,73.925163,10785,138,0,0,0,0,0,0,0,0,165,133,918,0,3814,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Nashik , Nashik ,19.9374,73.5364,2885,3144,717,229,0,0,0,0,0,0,0,711,81,35,527,91,0,0,27,811,242,95,187,538,529,0,142,806,427,0,0,0,0,0,0
 Nashik , Igatputi ,19.9974533,73.7898023,19870,1268,0,3,0,0,0,0,0,0,8,2717,41,9,79,185,0,0,41,2241,72,5,2,86,0,0,78,200,189,633,0,1514,0,0,0
 Nashik , Sinnar ,19.6963259,73.5611065,3197,5612,330,341,0,0,0,0,0,46,40,1131,301,400,194,366,258,0,4,1319,238,273,43,950,46,0,355,5068,201,2005,0,1811,0,0,0
 Nashik , Niphad ,19.8479813,73.9889645,140,7510,110,132,0,0,0,0,0,0,0,1226,243,148,113,94,40,0,22,8270,227,44,28,15037,87,0,63,8051,226,3770,0,0,0,0,0
 Nashik , Yeola ,20.0771445,74.1094408,0,6980,90,2980,0,0,0,0,0,0,0,5980,990,3992,635,410,130,0,20,28,135,80,39,290,99,5,3,14950,30,390,0,980,3,0,1231
 Osmanabad , Paranda ,20.0432004,74.4839523,1125,2171,7458,29247,2701,925,17,0,0,57,0,5478,8075,1546,3474,0,259,1,115,2406,319,13,245,123,70,3,52,42,46,23,224,660,8355,4990,195
 Osmanabad , Bhoom ,18.2894279,75.4379986,2456,2478,11702,27800,2014,1232,22,0,0,0,0,8954,7790,1855,3805,0,256,1,54,1347,191,25,347,54,73,8,6,35,41,38,423,769,5434,1520,504
 Osmanabad , Washi ,18.4608782,75.6586295,1061,2026,9856,18348,3219,1362,13,0,0,0,0,6323,12112,1407,2346,35,360,2,124,2643,120,62,864,8,122,24,3,88,50,14,206,674,3741,2841,500
 Osmanabad , Kalamb ,18.7264765,73.0735368,1344,4270,13477,38919,3477,1067,76,0,0,25,11,7090,8575,3098,6171,0,178,3,62,3686,70,20,249,3,117,1,6,86,58,74,395,1447,8599,5185,731
 Osmanabad , Osmanabad ,18.5841902,76.0217831,2739,4891,14841,35010,2660,1661,134,0,0,36,31,7428,10456,4245,11478,25,437,4,242,4160,180,21,1155,75,235,35,22,187,184,106,342,1508,11365,4795,865
 Osmanabad , Tuljapur ,18.185332,76.0419642,2947,3960,8326,40515,1745,2173,18,0,0,46,33,5269,15672,2785,8409,310,805,1,31,5432,311,18,941,215,89,2,40,137,83,70,54,1449,12516,5010,930
 Osmanabad , Lohara ,18.0087239,76.0708812,1895,3845,9471,25362,1423,1042,14,0,0,0,0,7405,7889,2875,6873,0,170,2,46,1425,109,19,576,25,48,9,16,68,142,75,114,806,5005,1886,390
 Osmanabad , Umerga ,17.9885116,76.3260992,3140,2156,10786,36197,3271,1547,9,0,0,31,27,10462,11159,3479,9647,0,348,7,82,3515,494,16,659,32,25,13,31,137,57,21,138,1081,7784,6377,585
 Parbhani , Sailu ,17.8397675,76.6222433,100,3100,10500,26400,2000,400,0,0,0,0,0,5800,6300,9400,700,0,0,0,0,817,400,0,176,0,150,40,0,120,0,40,27900,8000,300,4700,0
 Parbhani , Jintur ,19.4532003,76.4389549,1500,5700,12200,17500,200,200,0,0,0,0,0,6200,12500,19500,4000,0,0,0,0,32,50,0,227,0,119,52,0,30,0,45,26400,5000,900,2800,0
 Parbhani , Parbhani ,19.6086799,76.6845832,600,15800,8600,37000,900,300,0,0,0,0,0,14300,13100,15000,1400,0,0,0,0,4017,210,0,377,0,51,80,0,170,0,265,37400,24300,2100,9900,0
 Parbhani , Manwath ,19.2608384,76.774776,100,5200,4500,18000,600,400,0,0,0,0,0,3600,10500,7400,500,0,0,0,0,1580,80,0,160,0,99,30,0,80,0,50,18500,2500,700,3000,0
 Parbhani , Pathri ,19.3060901,76.4967919,200,3400,2500,16200,600,200,0,0,0,0,0,3100,7000,6000,1000,0,0,0,0,3050,450,0,285,0,115,55,0,60,0,60,20200,4000,400,2300,0
 Parbhani , Sonpeth ,19.26324,76.4302771,200,3900,11100,12800,200,200,0,0,0,0,0,5000,7000,2200,300,0,0,0,0,1655,130,0,122,0,3,20,0,40,0,30,18000,8900,800,3000,0
 Parbhani , Gangakhed ,19.0266967,76.4592007,700,2800,4500,13800,200,200,0,0,0,0,0,6300,5500,2300,400,0,0,0,0,942,300,0,188,0,8,30,0,18,0,40,12600,6000,800,3000,0
 Parbhani , Palam ,18.9663544,76.7480805,800,3700,2000,12200,700,100,0,0,0,0,0,5000,5800,4000,2400,0,0,0,0,405,40,0,20,0,8,45,0,35,0,35,18000,6700,1500,4200,0
 Parbhani , Purna ,28.5900637,77.0887828,500,8100,9900,7800,400,300,0,0,0,0,0,9500,8000,4800,1000,0,0,0,0,4744,60,0,213,0,130,73,0,20,0,20,21500,14000,400,2000,0
 Pune , Junnar ,19.1790258,77.030539,6042,6719,530,35550,23511,1230,312,1010,5,108,0,10580,706,614,410,470,341,816,750,7817,410,129,1090,661,1570,842,1674,2710,591,2650,0,8311,121,1772,0
 Pune , Ambegaon ,19.2031842,73.87425,4460,3434,401,24901,15077,1303,188,1450,0,202,0,6959,375,893,379,344,83,281,426,3304,426,141,635,312,572,184,2327,3178,180,1749,0,6986,110,854,0
 Pune , Shirur ,19.1132337,73.7326775,1879,7459,284,89874,21930,1048,130,185,0,0,0,5749,267,385,57,341,512,334,170,3804,530,130,430,40,1237,195,450,2075,71,392,0,2826,661,1637,0
 Pune , Khed ,18.8249767,74.3775524,4157,5707,313,27363,19402,1500,108,2125,15,0,0,9950,626,710,408,195,195,552,549,174,614,110,852,85,883,45,2577,2142,507,1323,0,7332,385,1223,0
 Pune , Mawal ,17.7198045,73.3988688,9856,2004,134,3596,1028,514,91,1580,2,23,0,1948,95,625,148,24,42,40,331,588,25,0,423,0,112,0,0,93,0,18,0,2065,13,1458,0
 Pune , Mulshi ,19.7515,75.7139,7032,2515,250,15597,1240,524,87,576,0,0,0,929,89,550,35,18,34,55,27,542,19,0,255,0,360,0,0,54,0,39,0,1414,6,796,0
 Pune , Haveli ,18.5010536,73.5137654,3427,4062,144,23279,13052,1437,0,0,0,0,0,1712,320,402,132,16,36,172,292,8715,352,112,324,21,108,10,64,2492,371,478,14,2072,22,1005,0
 Pune , Pune City ,18.58644,73.736812,4,15,5,10,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Pune , Daund ,18.5204303,73.8567437,1142,6011,292,67957,2532,1442,0,0,0,0,0,3047,134,276,0,53,309,482,31,14661,303,99,382,115,563,89,0,1415,326,210,59,1592,441,1204,0
 Pune , Purandhar ,18.4631179,74.5840492,4895,7883,98,32090,17098,712,0,0,0,0,0,1475,54,789,281,280,262,316,1039,562,926,18,381,20,417,19,0,831,69,968,0,2023,292,2234,0
 Pune , Velhe ,18.2825268,73.973492,4280,618,90,2520,988,183,98,2210,0,405,0,845,127,513,5,6,49,25,25,42,22,0,424,0,21,0,0,337,1,17,0,732,2,663,0
 Pune , Bhor ,18.2962689,73.637432,5128,2868,144,14089,1546,1062,340,2872,0,372,0,1052,348,446,247,7,80,17,294,954,193,108,378,0,23,15,172,316,152,19,0,3330,11,782,0
 Pune , Baramati ,18.1458199,73.8429847,2896,8880,313,61478,4074,1920,0,0,0,0,0,7791,271,984,4,123,244,619,75,15530,151,75,865,334,863,316,20,3508,198,1065,104,3908,525,1509,0
 Pune , Indapur ,18.1791791,74.6077971,2524,6540,21,64304,2410,2006,0,0,0,0,0,2574,397,621,0,219,710,305,85,8935,230,89,773,25,1277,271,21,2478,219,440,25,2440,595,1467,0
 Raigarh , Uran ,18.1186943,75.0234074,2358,0,0,0,0,0,0,24,0,0,0,10,0,16,23,376,9,745,1,0,0,0,1065,0,0,0,0,0,54,21,0,0,0,0,0
 Raigarh , Panvel ,18.8772346,72.9283391,11441,0,0,0,0,0,166,61,0,0,0,22,10,8,6,222,8,520,0,0,36,0,960,0,0,4,0,0,42,40,0,0,0,0,0
 Raigarh , Karjat ,18.9894007,73.1175162,15322,0,0,0,0,0,181,417,0,0,0,148,43,87,57,256,2,212,0,0,92,0,579,0,0,0,0,0,45,25,0,45,0,0,0
 Raigarh , Khalapur ,18.9102069,73.3282612,8280,0,0,0,0,0,41,210,0,0,0,52,15,66,119,533,2,42,2,0,0,0,45,0,0,0,0,0,77,21,0,0,0,0,0
 Raigarh , Pen ,18.8305523,73.2846445,13170,0,0,0,0,0,80,406,0,0,0,72,48,12,51,260,11,649,0,0,8,0,922,0,0,5,0,9,4,18,0,0,0,0,0
 Raigarh , Alibag ,18.734888,73.096603,17305,0,0,0,0,0,10,0,0,0,0,61,97,11,12,163,28,755,0,0,17,0,870,0,0,7,0,0,13,51,0,0,0,0,0
 Raigarh , Murud ,18.6583989,72.8773346,3042,0,0,0,0,0,5,0,0,0,0,32,25,14,40,357,5,433,0,0,3,0,1225,0,0,0,0,0,6,45,0,32,0,0,0
 Raigarh , Roha ,18.331926,72.9608202,12815,0,0,0,0,0,555,1865,0,0,0,202,55,121,210,297,5,117,3,0,27,0,1241,0,0,9,0,0,46,32,0,47,0,0,0
 Raigarh , Sudhagad ,18.4389511,73.1167514,6998,0,0,0,0,0,275,351,0,0,0,42,92,68,114,123,16,158,1,0,13,0,1384,0,0,10,0,0,25,13,0,29,0,0,0
 Raigarh , Mangaon ,18.5372538,73.321445,14295,0,0,0,0,0,240,2250,0,0,0,352,127,58,146,670,2,141,2,0,0,0,24,0,0,0,0,7,68,34,0,38,0,0,0
 Raigarh , Tala ,18.2382428,73.281696,2861,0,0,0,0,0,331,275,0,0,0,51,42,144,105,101,10,75,1,0,10,0,39,0,0,3,0,0,28,21,0,5,0,0,0
 Raigarh , Shrivardhan ,18.439386,73.132011,3580,0,0,0,0,0,294,235,0,0,0,10,10,119,53,201,12,146,1,0,22,0,1796,0,0,12,0,11,25,39,0,22,0,0,0
 Raigarh , Mhasla ,18.0594018,73.0228173,2325,0,0,0,0,0,215,508,0,0,0,31,123,32,114,143,12,92,3,0,8,0,1560,0,0,26,0,0,6,9,0,0,0,0,0
 Raigarh , Mahad ,18.1346122,73.1098806,15021,0,0,0,0,0,421,1905,0,0,0,298,296,60,200,89,11,449,2,0,9,0,23,0,0,5,0,0,21,17,0,21,0,0,0
 Raigarh , Poladpur ,18.0820208,73.422441,4403,0,0,0,0,0,165,2500,0,0,0,10,33,81,153,120,29,71,2,0,43,0,1431,0,0,15,0,0,13,16,0,28,0,0,0
 Ratnagiri , Mandangad ,17.9842523,73.4645734,4650,0,0,0,0,5,625,970,0,0,0,0,60,15,105,135,0,0,375,0,0,0,5576,0,0,0,0,0,0,0,0,2,0,0,0
 Ratnagiri , Dapoli ,17.9876444,73.2632672,8740,0,0,0,0,12,950,2420,0,0,0,0,95,20,115,140,0,0,400,0,0,0,6346,0,0,1,0,0,0,0,0,0,0,0,267
 Ratnagiri , Khed ,17.767697,73.1910115,11200,0,0,0,0,11,740,1850,0,0,0,7,115,35,112,145,0,0,405,0,0,0,5771,0,0,2,0,0,0,0,0,75,0,0,273
 Ratnagiri , Chiplun ,17.7198045,73.3988688,11500,0,0,0,0,12,940,1880,0,0,0,0,100,40,150,145,0,0,405,0,0,0,6082,0,0,34,0,0,0,0,0,17,0,0,282
 Ratnagiri , Guhagar ,17.5319037,73.5151341,4650,0,0,0,0,9,785,2950,0,0,0,0,85,30,95,150,0,0,385,0,0,0,4944,0,0,1,0,0,0,0,0,120,0,0,233
 Ratnagiri , Ratnagiri ,17.4640665,73.1960032,8750,0,0,0,0,19,890,2050,0,0,0,0,55,15,100,170,0,0,380,0,0,0,16020,0,0,1,0,0,0,0,0,0,0,0,226
 Ratnagiri , Sangameshwar ,16.990215,73.3120233,12550,0,0,0,0,10,820,2350,0,0,0,0,110,35,110,155,0,0,390,0,0,0,6356,0,0,9,0,0,0,0,0,0,0,0,268
 Ratnagiri , Lanja ,17.1871271,73.552051,6540,0,0,0,0,14,510,940,0,0,0,0,45,25,90,165,0,0,350,0,0,0,5850,0,0,2,0,0,0,0,0,5,2,0,230
 Ratnagiri , Rajapur ,16.8559112,73.541744,8650,0,0,0,0,13,750,1910,0,0,0,0,65,20,115,150,0,0,380,0,0,0,8194,0,0,0,0,0,0,0,0,30,0,0,262
 Sangli , Shirala ,16.6571252,73.5211286,11441,1730,2585,1550,0,2638,135,980,430,55,0,1410,120,730,115,1020,2511,330,30,6510,191,0,79,0,0,0,0,140,0,265,0,3780,172,3,1352
 Sangli , Walwa ,16.9848313,74.1284003,4500,3818,10861,3204,20,1175,0,0,0,0,0,5993,191,170,439,1180,2413,410,20,24400,600,0,43,85,0,0,0,135,0,373,0,10243,178,125,15358
 Sangli , Palus ,17.027,74.3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Sangli , Kadegaon ,17.097643,74.4496317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Sangli , Khanapur ,17.2963611,74.3315243,5,4557,42577,2670,7325,2240,0,0,0,0,0,4979,3624,1502,2784,1910,2965,911,30,4900,492,0,54,2780,0,0,0,333,0,333,230,10529,711,153,6390
 Sangli , Atpadi ,17.2613,74.7189,5,3021,880,27247,1624,824,0,0,0,0,0,1575,1086,122,320,730,2720,55,0,840,135,0,30,79,0,0,0,71,0,19,360,445,16,43,10
 Sangli , Tasgaon ,17.4287331,74.9383153,1624,5347,36765,4064,1412,2491,0,0,10,0,0,6921,1636,405,1383,1210,2880,165,15,2250,432,0,78,2965,0,0,0,213,0,161,49,1610,380,72,13093
 Sangli , Miraj ,17.0295253,74.6078344,96,3810,15318,14560,8260,1668,0,0,0,0,0,5308,1192,1408,390,1020,2432,256,10,13800,576,0,63,910,0,0,0,151,0,584,231,4422,572,61,23235
 Sangli , Kavathemahankal ,16.8222363,74.6508894,0,2673,3200,19560,9100,402,0,0,0,0,0,2165,1000,100,400,320,2726,140,0,1010,163,0,39,215,0,0,0,130,0,8,259,840,104,540,593
 Sangli , Jat ,17.0089686,74.8653331,15,3927,119,86689,14805,5616,0,0,0,65,0,2485,847,1432,490,2802,2821,630,40,1560,181,0,59,1230,0,0,0,312,0,317,1929,3390,6612,5213,77
 Satara , Mahabaleshwar ,17.0544607,75.2122675,695,290,40,150,0,0,105,410,105,0,0,22,0,0,0,0,0,0,0,0,5,1,195,0,1,1,784,624,18,161,0,0,0,0,0
 Satara , Wai ,17.9307285,73.6477342,3736,2426,4454,12635,1613,289,55,444,30,66,0,1685,328,97,272,191,39,39,252,1952,231,12,827,0,41,11,597,954,195,177,157,5662,226,259,1084
 Satara , Khandala ,17.9486853,73.8918867,820,2148,235,11887,11499,180,45,0,22,51,0,1225,140,310,300,105,180,82,379,548,102,5,531,45,38,23,154,1122,26,99,659,2265,161,328,49
 Satara , Phaltan ,18.7583142,73.3757026,9,4404,642,24151,8202,211,0,0,0,165,0,490,413,320,492,493,975,50,211,4637,116,14,998,134,53,43,367,854,85,138,882,412,390,847,918
 Satara , Man ,17.9934982,74.4304276,27,1893,586,12919,19211,42,0,0,0,171,0,1983,492,638,417,86,4636,43,450,2291,61,22,1090,31,56,2,187,1108,31,255,456,243,221,213,315
 Satara , Khatav ,17.56252,74.42919,305,4315,6837,10592,33700,38,0,0,0,82,0,3091,907,670,1214,62,3017,54,674,3540,19,3,802,48,53,32,600,1481,29,281,962,2089,412,892,1021
 Satara , Koregaon ,17.6654636,74.3616798,308,2944,12885,14579,5108,1238,0,0,65,32,0,4792,771,1306,692,240,525,74,645,4348,89,6,625,123,31,40,852,716,121,353,43,2162,372,693,3478
 Satara , Satara ,17.6966354,74.1607179,6770,3819,15607,16850,70,321,35,690,20,119,0,2191,1394,1225,810,0,68,12,1191,4689,77,19,1345,226,108,97,826,2038,108,600,12,16701,165,371,1517
 Satara , Jaoli ,17.6804639,74.018261,8629,1978,6574,9411,0,25,230,2522,40,72,0,907,475,4,16,0,15,42,478,1246,12,7,412,2,45,13,688,919,30,270,38,3369,157,574,221
 Satara , Patan ,17.9,76.4,14823,5450,9850,12113,6543,400,128,4848,27,70,0,2930,1150,64,760,180,27,214,425,4909,78,12,1241,0,24,5,105,606,42,244,221,17343,306,94,1199
 Satara , Karad ,17.372704,73.9027254,9295,5637,9406,7705,3957,738,9,0,1,83,0,2690,605,646,501,38,47,15,748,15534,112,8,953,0,30,10,222,1010,110,129,184,10974,280,119,5806
 Sindhudurg , Devgad ,17.277693,74.1843535,6477,0,0,0,0,0,76,222,0,0,0,0,4,119,165,805,0,90,215,0,16,0,5106,0,0,1,0,0,1,0,0,338,0,0,0
 Sindhudurg , Vaibhavvadi ,16.3754203,73.3885526,5189,0,0,0,0,29,0,501,0,0,0,0,0,25,4,301,0,160,96,2,0,0,430,0,0,0,0,0,6,0,0,331,0,0,0
 Sindhudurg , Kankavli ,16.4967591,73.7463147,15224,0,0,0,0,14,8,265,0,0,0,0,0,44,34,739,0,65,472,6,5,0,4252,0,0,5,0,2,15,0,0,752,0,0,0
 Sindhudurg , Malwan ,16.2655069,73.7082889,9950,0,0,0,0,20,12,270,0,0,0,0,0,120,65,671,0,81,131,0,23,0,920,0,0,12,0,0,12,0,0,565,0,0,0
 Sindhudurg , Vengurla ,16.0630693,73.471054,5061,0,0,0,0,0,0,194,0,0,0,0,0,82,95,374,0,142,361,0,110,0,2351,0,0,0,0,0,23,0,0,1047,0,0,0
 Sindhudurg , Kudal ,15.8514136,73.6389038,18142,0,0,0,0,5,74,145,0,0,0,0,0,55,112,502,0,89,327,0,78,0,3029,0,0,26,0,5,13,0,0,1041,0,0,0
 Sindhudurg , Sawantwadi ,15.9930494,73.6844721,13448,0,0,0,0,40,2,368,0,0,0,0,0,15,26,582,0,122,412,3,52,0,938,0,0,14,0,2,17,0,0,554,0,0,0
 Sindhudurg , Dodamarg ,15.9052627,73.8213213,5375,0,0,0,0,0,28,757,0,0,0,0,0,9,81,525,0,45,285,0,27,0,179,0,0,20,0,0,19,0,0,166,0,0,0
 Solapur , Karmala ,15.6843116,73.9668408,0,2925,144,84923,3299,3996,0,0,0,0,0,2471,916,303,227,952,975,1,0,4611,283,58,685,114,184,15,3,931,204,54,224,1044,3536,2694,0
 Solapur , Madha ,18.4044833,75.1953934,0,7002,0,79089,2205,2073,0,0,0,0,0,3370,1250,71,140,478,1159,26,0,4395,482,20,358,144,174,38,15,950,292,229,795,648,2507,1080,0
 Solapur , Barshi ,18.0333,75.5189,151,4619,467,84162,1280,2393,0,0,0,0,0,4842,1819,1015,645,625,518,12,0,7858,315,26,511,208,137,46,0,690,179,206,41,838,4684,1297,0
 Solapur , Solapur north ,18.2333856,75.6941478,38,2978,114,36150,998,1625,0,0,0,0,0,1468,609,78,248,298,994,1,0,2780,202,6,325,177,77,121,19,330,67,86,46,501,948,632,0
 Solapur , Mohol ,17.6956768,75.5276699,5,5056,0,66144,734,2745,0,0,0,0,0,2725,1209,0,226,748,224,4,0,4871,139,0,299,176,36,54,8,499,92,87,194,422,2043,1357,0
